1	1	1
2	2	1
3	3	1
4	1	2
5	2	3
6	3	4
7	2	5

8	1	6
9	2	6
10	3	6
11	1	7
12	2	8
13	3	9
14	1	10
15	2	11
16	2	12
17	3	13
18	3	14
19	1	15
20	2	16
21	3	17

22	1	18
23	2	18
24	3	18
25	1	19
26	2	19
27	3	19
28	1	20
29	2	21
30	3	22
31	1	23
32	1	24
33	2	25
34	3	26

35	2	27
36	3	28
37	1	29
38	2	29
39	3	29
40	1	30
41	1	31

42	1	32
43	1	33
44	2	33
45	3	33
46	2	34
47	2	35
48	3	36
49	3	37
