1	1	16
2	2	8
3	3	2
4	4	12
5	5	14

6	6	1
7	7	8
8	8	7
9	9	4
10	10	8
11	11	7
12	12	4
13	13	4
14	14	7
15	15	8
16	16	2
17	17	12

18	18	16
19	19	16
20	20	14
21	20	15
22	21	2
23	22	17
24	23	10
25	23	11
26	24	10
27	24	11
28	25	2
29	26	6
30	26	13

31	27	4
32	28	3
33	29	1
34	30	8
35	31	12

36	32	4
37	33	16
38	34	4
39	35	4
40	36	8
41	37	4
